,a1,a2,b,c1,c2,beta_t,lamda_t_q,rho_c
0,0.5867946804282911,0.02057120450997549,10.377807639931053,0.5453545135434769,9.510936411908547,0.016630678063559886,5.334515643418599,4.2278238682471745
1,0.08657805263951518,0.0030711437593147826,10.543645346588333,0.5474126791941835,9.470906833184603,0.0024964054910529593,5.317636246774845,4.187910136877917
2,0.10353806448592863,0.0033933297384714637,10.250505650947325,0.5443157535156633,9.357021021075044,0.002747285210186202,5.240319708964141,4.629621802374653
3,0.34527360117245626,0.011173345180782463,10.272290618041115,0.5406530656794609,9.562702216172012,0.009281209219314092,5.264495104299424,4.463060123905287
4,0.5880083841584138,0.02048180617331074,10.323811979998542,0.544515958278776,9.535529484511013,0.016582438543883467,5.328964445097249,4.238167684146965
5,0.0875442303541016,0.002959409630875632,10.154347227394632,0.5450309471103766,9.48165636124581,0.0023580622139682955,5.383633541003061,4.430128109926532
6,0.5596338249759535,0.019011768819083164,10.308452301115038,0.5441304290771821,9.494804247897399,0.015407099232027415,5.326048331746892,4.360654312157513
7,0.10188133177214043,0.0034537995503934912,10.266203616700004,0.5437383696214819,9.51349272379587,0.0028098540769279966,5.291801917794532,4.358335527118328
8,0.6300077180600543,0.021755154809874094,10.336942747614367,0.5446000195838091,9.5132065576895,0.017630488324298563,5.325819359332948,4.283081626573974
9,0.02746762867396378,0.0009051703422176481,10.572544423007798,0.5470599721748644,9.38733045701642,0.0007458072750604018,5.295998673136118,4.499553150691394
10,0.5607250251131912,0.019526576493012,10.61086033754433,0.5476058867628315,9.402407107168681,0.01591364144819766,5.3060930554964285,4.293971650502655
11,0.02920749702349133,0.0010816242204556266,10.530599331884167,0.5500552604246461,9.466743617365877,0.0008672458753163807,5.326092442218198,4.063806310277909
12,0.12230644548511542,0.0043537478498011165,10.385802565181192,0.545927561152513,9.528532903751959,0.00352310972174121,5.315918886045388,4.160960406143834
13,0.5087481483158726,0.017015233090723673,10.28817765272495,0.544111727943181,9.46498479153964,0.013763856615303901,5.33333716059924,4.4469682145650395
14,0.11333743811465354,0.003918101984562723,10.497383048647478,0.5459808899027196,9.465114346733497,0.003193414713972489,5.3197099439824225,4.285552661564134
15,0.15750067632130513,0.005568376095363525,10.531351874350113,0.5469805361879778,9.514630111453755,0.0045912137409600895,5.241340832193095,4.157493995560382
16,0.37806609961533566,0.012833421036878822,10.42833099706006,0.5459760003418587,9.410998487951233,0.01037905029640074,5.331312807132361,4.414705909341524
17,0.7364854605767809,0.0245037750156897,10.444658622118286,0.5454498136435579,9.399832467071958,0.01999411520093209,5.2975860303037985,4.486852423330101
18,0.03674419358452432,0.0012061764660574765,10.519033488227144,0.5447853295620524,9.44248888485228,0.0009982526697079118,5.291537350419333,4.470622568940827
19,0.14709843617451138,0.005142219969135282,10.493912182995459,0.5464188992829552,9.466565892728537,0.00417172885907796,5.333846969205799,4.250355999305892
20,0.07682176868540481,0.002604544170559039,10.285508777134027,0.5386994017057245,9.443849637133596,0.0020791299298879556,5.405310689056339,4.424869921851831
21,0.5497347766780875,0.01799424861373082,10.218588465323412,0.5438592147293813,9.425393482434101,0.014452312227011262,5.357851548313056,4.58005218420444
22,0.14702471346228982,0.00507037900970437,10.391438437030875,0.5371803910290015,9.406513423193045,0.004051805587584881,5.360959480180859,4.377225018199122
23,0.03632682472174688,0.0012153061150715111,10.322150113810094,0.5462787145105984,9.394957345623176,0.0009808715776417067,5.301531285691849,4.504955114346449
24,0.10244374658305402,0.003623860034797726,10.47744433222103,0.5415571065963906,9.56375889064717,0.002959607057456597,5.331416935684838,4.129115583857842
